experience_level,employment_type,jobs,salary_in_usd,work_setting,company_location,company_size
Senior,Full-time,Data Science and Research,165000,Remote,United States,L
Senior,Full-time,Machine Learning and AI,108000,In-person,United States,L
Senior,Full-time,Data Science and Research,179400,In-person,United States,M
Senior,Full-time,Machine Learning and AI,129300,In-person,United States,M
Executive,Full-time,Data Science and Research,222640,In-person,United States,M
Executive,Full-time,Data Science and Research,182160,In-person,United States,M
Senior,Full-time,Leadership and Management,122500,Remote,United States,M
Executive,Full-time,Data Engineering,297500,Remote,United States,M
Executive,Full-time,Data Engineering,260000,Remote,United States,M
Entry-level,Full-time,Data Science and Research,93000,In-person,United States,M
Entry-level,Full-time,Data Science and Research,73000,In-person,United States,M
Senior,Full-time,Data Science and Research,136994,Remote,United States,M
Senior,Full-time,Data Science and Research,101570,Remote,United States,M
Mid-level,Full-time,Data Analysis,136000,Remote,United States,M
Mid-level,Full-time,Data Analysis,112000,Remote,United States,M
Senior,Full-time,Data Engineering,164000,In-person,United States,M
Mid-level,Full-time,Data Analysis,97500,Remote,United States,L
Senior,Full-time,Data Science and Research,142800,Remote,United States,M
Senior,Full-time,Data Science and Research,130240,In-person,United States,M
Senior,Full-time,Leadership and Management,165000,Remote,United States,M
Senior,Full-time,Leadership and Management,140250,Remote,United States,M
Senior,Full-time,Data Science and Research,179400,Remote,United States,M
Senior,Full-time,Data Science and Research,191475,In-person,United States,M
Senior,Full-time,Data Science and Research,141525,In-person,United States,M
Senior,Full-time,Data Analysis,115000,In-person,United States,L
Senior,Full-time,Data Quality and Operations,81000,Remote,United States,M
Senior,Full-time,Data Quality and Operations,66000,Remote,United States,M
Entry-level,Full-time,Data Analysis,46000,Remote,United States,L
Entry-level,Full-time,Data Engineering,80000,Remote,United States,L
Executive,Full-time,Machine Learning and AI,200000,Remote,United States,S
Executive,Full-time,Machine Learning and AI,180000,Remote,United States,S
Senior,Full-time,Data Science and Research,204100,In-person,United States,M
Senior,Full-time,Data Science and Research,136100,In-person,United States,M
Senior,Full-time,Leadership and Management,250000,In-person,United States,M
Senior,Full-time,Leadership and Management,63000,In-person,United States,M
Senior,Full-time,Data Management and Strategy,95000,Remote,United States,M
Senior,Full-time,Data Management and Strategy,70000,Remote,United States,M
Mid-level,Full-time,Machine Learning and AI,75000,Remote,United States,M
Mid-level,Full-time,Data Analysis,113000,In-person,United States,L
Mid-level,Full-time,Leadership and Management,113000,Remote,United States,L
Mid-level,Full-time,Data Analysis,140000,Remote,United States,M
Senior,Full-time,Data Science and Research,160000,In-person,United States,L
Senior,Full-time,Data Science and Research,119300,In-person,United States,L
Mid-level,Full-time,Data Science and Research,145000,Hybrid,United States,L
Senior,Full-time,Data Engineering,146200,Remote,United States,M
Senior,Full-time,Data Engineering,124270,Remote,United States,M
Senior,Full-time,Leadership and Management,245000,In-person,United States,M
Senior,Full-time,Leadership and Management,180000,In-person,United States,M
Senior,Full-time,Leadership and Management,203500,In-person,United States,M
Senior,Full-time,Leadership and Management,152000,In-person,United States,M
Senior,Full-time,Data Engineering,63000,In-person,United States,M
Senior,Full-time,Machine Learning and AI,148800,Remote,United States,M
Entry-level,Full-time,Data Science and Research,82000,In-person,United States,L
Mid-level,Full-time,Machine Learning and AI,173000,Hybrid,United States,M
Mid-level,Full-time,Data Science and Research,158000,Remote,United States,M
Mid-level,Full-time,Data Science and Research,134000,Remote,United States,M
Executive,Full-time,Leadership and Management,150000,Remote,United States,M
Senior,Full-time,Data Analysis,216200,In-person,United States,M
Senior,Full-time,Data Analysis,144100,In-person,United States,M
Senior,Full-time,Machine Learning and AI,135000,Remote,United States,M
Senior,Full-time,Machine Learning and AI,85000,Remote,United States,M
Senior,Full-time,Data Science and Research,175100,Remote,United States,M
Senior,Full-time,Machine Learning and AI,189650,In-person,United States,M
Senior,Full-time,Machine Learning and AI,164996,In-person,United States,M
Senior,Full-time,Machine Learning and AI,150000,Remote,United States,L
Senior,Full-time,Leadership and Management,135000,Remote,United States,M
Senior,Full-time,Data Analysis,117000,Remote,United States,M
Senior,Full-time,Data Analysis,99450,Remote,United States,M
Senior,Full-time,Data Engineering,188100,In-person,United States,M
Senior,Full-time,Data Engineering,139860,In-person,United States,M
Senior,Full-time,Machine Learning and AI,248700,In-person,United States,M
Senior,Full-time,Machine Learning and AI,167100,In-person,United States,M
Senior,Full-time,Data Architecture and Modeling,141300,In-person,United States,M
Senior,Full-time,Data Architecture and Modeling,102100,In-person,United States,M
Senior,Full-time,Data Architecture and Modeling,250000,In-person,United States,M
Senior,Full-time,Data Architecture and Modeling,63000,In-person,United States,M
Senior,Full-time,Data Science and Research,189500,Remote,United States,L
Senior,Full-time,Data Science and Research,140100,Remote,United States,L
Senior,Full-time,Data Engineering,177600,Remote,United States,L
Senior,Full-time,Data Engineering,131300,Remote,United States,L
Mid-level,Full-time,Data Engineering,24000,In-person,United States,M
Senior,Full-time,Machine Learning and AI,202900,Remote,United States,L
Entry-level,Full-time,Machine Learning and AI,115000,Hybrid,United States,L
Mid-level,Full-time,Machine Learning and AI,193900,In-person,United States,M
Mid-level,Full-time,Machine Learning and AI,129300,In-person,United States,M
Senior,Full-time,Data Science and Research,140000,Remote,United States,L
Mid-level,Full-time,Data Analysis,216200,In-person,United States,M
Mid-level,Full-time,Data Analysis,144100,In-person,United States,M
Senior,Full-time,Machine Learning and AI,216000,In-person,United States,M
Entry-level,Full-time,Data Analysis,150000,Remote,United States,L
Senior,Full-time,Data Architecture and Modeling,250000,Hybrid,United States,L
Senior,Full-time,Leadership and Management,48000,Remote,United States,S
Executive,Full-time,Data Science and Research,260500,In-person,United States,M
Executive,Full-time,Data Science and Research,175100,In-person,United States,M
Entry-level,Full-time,Data Analysis,55000,Remote,United States,S
Mid-level,Full-time,Data Analysis,130000,Remote,United States,M
Senior,Full-time,Data Engineering,206699,In-person,United States,M
Senior,Full-time,Data Engineering,99100,In-person,United States,M
Mid-level,Full-time,Leadership and Management,200000,In-person,United States,M
Mid-level,Full-time,Leadership and Management,54000,In-person,United States,M
Entry-level,Full-time,Leadership and Management,130000,Hybrid,United States,L
Senior,Full-time,Data Engineering,100000,In-person,United States,L
Senior,Full-time,Data Engineering,80000,In-person,United States,L
Senior,Full-time,Data Science and Research,100000,In-person,United States,L
Senior,Full-time,Data Management and Strategy,221300,Remote,United States,L
Senior,Full-time,Data Management and Strategy,148700,Remote,United States,L
Senior,Full-time,Data Science and Research,249260,In-person,United States,M
Senior,Full-time,Data Science and Research,185400,In-person,United States,M
Senior,Full-time,Data Analysis,128875,Remote,United States,M
Senior,Full-time,Data Analysis,93700,Remote,United States,M
Senior,Full-time,Machine Learning and AI,100000,Remote,United States,M
Senior,Full-time,Data Analysis,136260,Remote,United States,M
Senior,Full-time,Data Analysis,109280,Remote,United States,M
Senior,Full-time,Data Science and Research,92000,Remote,United States,L
Entry-level,Full-time,Data Engineering,129000,Remote,United States,L
Entry-level,Full-time,Data Engineering,86000,Remote,United States,L
Senior,Full-time,Data Analysis,100000,Remote,United States,L
Entry-level,Full-time,Machine Learning and AI,180000,Remote,United States,L
Mid-level,Full-time,Data Science and Research,153000,Remote,United States,L
Senior,Full-time,Data Analysis,150075,Remote,United States,M
Senior,Full-time,Data Analysis,110925,Remote,United States,M
Entry-level,Full-time,Machine Learning and AI,83000,In-person,United States,L
Senior,Full-time,Data Analysis,112900,In-person,United States,M
Senior,Full-time,Data Analysis,90320,In-person,United States,M
Mid-level,Full-time,Machine Learning and AI,200000,Remote,United States,L
Senior,Full-time,Data Analysis,112900,Remote,United States,M
Senior,Full-time,Data Analysis,90320,Remote,United States,M
Senior,Full-time,Leadership and Management,105400,Remote,United States,M
Senior,Full-time,Data Science and Research,215300,Remote,United States,L
Senior,Full-time,Data Science and Research,158200,Remote,United States,L
Senior,Full-time,Data Engineering,209100,Remote,United States,L
Senior,Full-time,Data Engineering,154600,Remote,United States,L
Senior,Full-time,Data Analysis,115934,In-person,United States,M
Senior,Full-time,Data Analysis,81666,In-person,United States,M
Senior,Full-time,Data Engineering,155000,Remote,United States,M
Senior,Full-time,Data Analysis,164000,In-person,United States,M
Senior,Full-time,Data Science and Research,123000,Remote,United States,M
Senior,Full-time,Data Engineering,165400,Remote,United States,M
Senior,Full-time,Data Engineering,132320,Remote,United States,M
Senior,Full-time,Data Architecture and Modeling,208775,Remote,United States,M
Senior,Full-time,Data Architecture and Modeling,147800,Remote,United States,M
Senior,Full-time,Data Engineering,183600,Remote,United States,L
Senior,Full-time,Data Engineering,100800,Remote,United States,L
Senior,Full-time,Data Science and Research,215300,In-person,United States,L
Senior,Full-time,Data Science and Research,140400,In-person,United States,L
Senior,Full-time,Data Science and Research,260000,Remote,United States,M
Mid-level,Full-time,Data Engineering,82900,In-person,United States,M
Mid-level,Full-time,Data Engineering,63900,In-person,United States,M
Mid-level,Full-time,Machine Learning and AI,160000,Remote,United States,L
Mid-level,Full-time,Machine Learning and AI,112300,Remote,United States,L
Mid-level,Full-time,Data Science and Research,241000,Remote,United States,M
Mid-level,Full-time,Data Science and Research,159000,Remote,United States,M
Senior,Full-time,Data Science and Research,80000,In-person,United States,M
Mid-level,Full-time,Data Analysis,58000,In-person,United States,S
Senior,Full-time,Data Engineering,136000,In-person,United States,M
Senior,Full-time,Data Engineering,108800,In-person,United States,M
Executive,Full-time,Data Engineering,242000,Remote,United States,M
Senior,Full-time,Data Science and Research,165220,Remote,United States,M
Senior,Full-time,Data Analysis,124190,Remote,United States,M
Senior,Full-time,Data Engineering,181940,In-person,United States,M
Senior,Full-time,Data Engineering,132320,In-person,United States,M
Senior,Full-time,Data Engineering,220110,In-person,United States,M
Senior,Full-time,Data Engineering,160080,In-person,United States,M
Senior,Full-time,Data Science and Research,180000,In-person,United States,L
